任务ID,来源,任务类型,任务域,子类,任务名称,任务层级,主验证层,T映射,PA映射,G映射,优先级,任务性质,推荐场景/触发,核心证据,通过判据,典型失败信号,失败优先追因,关联旧场景/备注
LEGACY-N049,继承-320场景,SYS,活动状态机,活动,思考状态 object_ref 绑定议题,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,思考状态 object_ref 绑定议题,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,ActivityInstance 补齐了 object 语义。,N049
LEGACY-N050,继承-320场景,SYS,活动状态机,活动,电脑写作时自动绑定当前文档,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,电脑写作时自动绑定当前文档,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,current_object_ref 顶层与 ActivityInstance.object_ref 并存残留，表达仍不统一。,N050
LEGACY-N051,继承-320场景,SYS,活动状态机,活动,运动状态只处理 urgent call,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,运动状态只处理 urgent call,E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,modality=call 的上调规则明确。,N051
LEGACY-N052,继承-320场景,SYS,本地场,本地场,会议室里被点名发言,场景级,G,T5,PA7/PA9,G5,P1,正常,会议室里被点名发言,E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,低头族悖论已部分修补，但更强身体级强制规则尚未形式化。,N052
LEGACY-N053,继承-320场景,SYS,本地场,本地场,同屋闲聊时可无前景场直接回应,场景级,G,T5,PA7/PA9,G5,P1,正常,同屋闲聊时可无前景场直接回应,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,物理场动作并集的正常例子。,N053
LEGACY-N054,继承-320场景,SYS,本地场,本地场,离开会议室后本地场消失,场景级,G,T5,PA7/PA9,G5,P1,正常,离开会议室后本地场消失,E_FIELD + E_OPS + E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,place_id 机制在正常离场流中清晰。,N054
LEGACY-N055,继承-320场景,SYS,本地场,本地场,进入会议室自动获得可见性而非自动抢前景,场景级,G,T5,PA7/PA9,G5,P1,正常,进入会议室自动获得可见性而非自动抢前景,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,进入物理场不等于强切前景。,N055
LEGACY-N056,继承-320场景,SYS,义务状态机,义务,binding 场创建一条待答复义务,场景级,G,T3/T4,PA4/PA6/PA8,G4/G6,P1,正常,binding 场创建一条待答复义务,E_FIELD + E_OBL + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,normative_force→pending_obligations 的闭环明确。,N056
LEGACY-N057,继承-320场景,SYS,义务状态机,义务,owner 正常 satisfy obligation,场景级,G,T3/T4,PA4/PA6/PA8,G4/G6,P1,正常,owner 正常 satisfy obligation,E_CONCUR + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,obligation 正常完成链清楚。,N057
LEGACY-N058,继承-320场景,SYS,义务状态机,义务,deadline 前的提醒升级,场景级,G,T3/T4,PA4/PA6/PA8,G4/G6,P1,正常,deadline 前的提醒升级,E_OBL + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,deadline 与 normative_force 在正常时限管理中可用。,N058
LEGACY-N059,继承-320场景,SYS,义务状态机,义务,host 仲裁后重新分配任务,场景级,G,T3/T4,PA4/PA6/PA8,G4/G6,P1,正常,host 仲裁后重新分配任务,E_OBL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,正常仲裁链较完整。,N059
LEGACY-N060,继承-320场景,SYS,义务状态机,义务,session 正常关闭后 obligation 归档,场景级,G,T3/T4,PA4/PA6/PA8,G4/G6,P1,正常,session 正常关闭后 obligation 归档,E_CLOSE + E_OBL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,生命周期管理支持正常收尾。,N060
LEGACY-N061,继承-320场景,SYS,工程异常,工程,duplicate notification 正常幂等去重,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,duplicate notification 正常幂等去重,E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,通知幂等在正常重复投递场景下明确。,N061
LEGACY-N062,继承-320场景,SYS,工程异常,工程,recent messages 保证最小因果窗口,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,recent messages 保证最小因果窗口,E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,因果窗口逻辑清晰。,N062
LEGACY-N063,继承-320场景,SYS,工程异常,工程,系统重启后错峰唤醒,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,系统重启后错峰唤醒,E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I18,目标正确，但重启恢复段仍残留旧字段命名。,N063
LEGACY-N064,继承-320场景,SYS,工程异常,工程,Append-only messages 正常并发追加,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,Append-only messages 正常并发追加,E_CONCUR + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,messages 的并发语义最清楚。,N064
LEGACY-N065,继承-320场景,SYS,工程异常,工程,agenda 乐观锁冲突后重试成功,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,agenda 乐观锁冲突后重试成功,E_CONCUR,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,标准乐观锁正常路径。,N065
LEGACY-N066,继承-320场景,SYS,工程异常,工程,sleep_debt 在下一次睡眠中部分偿还,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,sleep_debt 在下一次睡眠中部分偿还,E_SLEEP,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,sleep_debt 是较完整的正常恢复机制。,N066
LEGACY-N067,继承-320场景,SYS,工程异常,工程,recovering 期间 urgent-only 唤醒,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,recovering 期间 urgent-only 唤醒,E_SLEEP + E_ENERGY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,恢复态不是绝对不可打断。,N067
LEGACY-N068,继承-320场景,SYS,工程异常,工程,current_activity 作为唯一活动真源使用,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,current_activity 作为唯一活动真源使用,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,元文档已定 current_activity 为权威，但若干正文仍引用 activity_profile。,N068
LEGACY-N069,继承-320场景,SYS,工程异常,工程,Notification collapse_key 正常合并一批群提醒,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,Notification collapse_key 正常合并一批群提醒,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,适合常规大群场景。,N069
LEGACY-N070,继承-320场景,SYS,工程异常,工程,角色权限正常允许 host 关闭会场,场景级,G,T2/T3,PA1/PA5/PA6,G7/G8,P1,正常,角色权限正常允许 host 关闭会场,E_FIELD + E_OPS + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,roles 已承载权限，但 allowedActions 与 roles 的精确矩阵仍需更细。,N070
LEGACY-N071,继承-320场景,SYS,恢复链路,恢复,soft no-progress 提醒后人工继续推进,场景级,G,T3/T4,PA3/PA4/PA6,G3/G4/G7,P1,正常,soft no-progress 提醒后人工继续推进,E_OBL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,N-tick 机制可在未进入严格逃生前作为恢复工具。,N071
LEGACY-N072,继承-320场景,SYS,恢复链路,恢复,strict no-progress 后主动出栈换场,场景级,G,T3/T4,PA3/PA4/PA6,G3/G4/G7,P1,正常,strict no-progress 后主动出栈换场,E_OBL + E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,严格超时后的逃生路径明确。,N072
LEGACY-N073,继承-320场景,SYS,恢复链路,恢复,关闭场后自动返回前一工作帧,场景级,G,T3/T4,PA3/PA4/PA6,G3/G4/G7,P1,正常,关闭场后自动返回前一工作帧,E_CLOSE + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I03,总索引要求如此，但正文 ContextClosedEvent 示例仍未完全升级为栈逻辑。,N073
LEGACY-N074,继承-320场景,SYS,恢复链路,恢复,空前景下创建新 direct chat 帧,场景级,G,T3/T4,PA3/PA4/PA6,G3/G4/G7,P1,正常,空前景下创建新 direct chat 帧,E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,无前景场→新建前景帧路径成立。,N074
LEGACY-N075,继承-320场景,SYS,恢复链路,恢复,call 结束后 notification 归档,场景级,G,T3/T4,PA3/PA4/PA6,G3/G4/G7,P1,正常,call 结束后 notification 归档,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,通知终局与恢复令牌都存在，但专门的 call 生命周期仍未细写。,N075
LEGACY-N076,继承-320场景,SYS,权限与边界,权限,成员可读但不能 conclude bounded session,场景级,G,T2/T5,PA5/PA7/PA9,G1/G5/G6,P1,正常,成员可读但不能 conclude bounded session,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,权限方向正确，但 allowedActions 与 roles 的绑定矩阵未完全展开。,N076
LEGACY-N077,继承-320场景,SYS,权限与边界,权限,outsider join 请求进入 members_only 场,场景级,G,T2/T5,PA5/PA7/PA9,G1/G5/G6,P1,正常,outsider join 请求进入 members_only 场,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,join 类动作是间接表述，未形成完整状态机。,N077
LEGACY-N078,继承-320场景,SYS,权限与边界,权限,public forum 无需 join 即可阅读摘要,场景级,G,T2/T5,PA5/PA7/PA9,G1/G5/G6,P1,正常,public forum 无需 join 即可阅读摘要,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,public 场的读可见性较清晰。,N078
LEGACY-N079,继承-320场景,SYS,权限与边界,权限,public forum 发帖后获得工作对象引用,场景级,G,T2/T5,PA5/PA7/PA9,G1/G5/G6,P1,正常,public forum 发帖后获得工作对象引用,E_ACTIVITY + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,对象绑定方向合理，但对象自动更新仍有旧字段残留。,N079
LEGACY-N080,继承-320场景,SYS,权限与边界,权限,co_located 旁观者有物理可见性但无主持权,场景级,G,T2/T5,PA5/PA7/PA9,G1/G5/G6,P1,正常,co_located 旁观者有物理可见性但无主持权,E_FIELD + E_LOCAL + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,读/在场与主持权限的区分是对的，但矩阵仍需更细。,N080
LEGACY-N081,继承-320场景,SYS,多智能体协同,多智能体,多人会议内 agenda 顺序推进,场景级,G,T4/T5,PA7/PA8/PA9,G4/G5/G6,P1,正常,多人会议内 agenda 顺序推进,E_OBL + E_CONCUR + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,这是当前体系希望支持的主线场景。,N081
LEGACY-N082,继承-320场景,SYS,多智能体协同,多智能体,同一群聊多个 agent 被 @ 后各自处理,场景级,G,T4/T5,PA7/PA8/PA9,G4/G5/G6,P1,正常,同一群聊多个 agent 被 @ 后各自处理,E_OPS + E_CONCUR + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,群体通信的正常路径可跑通。,N082
LEGACY-N083,继承-320场景,SYS,多智能体协同,多智能体,一个 agent 缺席时任务重新分配给同角色候选,场景级,G,T4/T5,PA7/PA8/PA9,G4/G5/G6,P1,正常,一个 agent 缺席时任务重新分配给同角色候选,E_OBL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,同角色替补路径已明确。,N083
LEGACY-N084,继承-320场景,SYS,多智能体协同,多智能体,主持人显式 waived 某 obligation,场景级,G,T4/T5,PA7/PA8/PA9,G4/G5/G6,P1,正常,主持人显式 waived 某 obligation,E_OBL + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,义务状态机提供了 waived。,N084
LEGACY-N085,继承-320场景,SYS,多智能体协同,多智能体,一个 agent 同时在两个 persistent 群里，只处理栈顶与 urgent 外部,场景级,G,T4/T5,PA7/PA8/PA9,G4/G5/G6,P1,正常,一个 agent 同时在两个 persistent 群里，只处理栈顶与 urgent 外部,E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,单前景场配栈的设计目标成立。,N085
LEGACY-N086,继承-320场景,SYS,调度与再进入,调度,baseline attention 保持不变，活动只影响本轮门槛,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,baseline attention 保持不变，活动只影响本轮门槛,E_COMBO + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I02,原则写得很清楚，但后文仍存在 attention_policy 直接修改逻辑。,N086
LEGACY-N087,继承-320场景,SYS,调度与再进入,调度,wakeup_refractory_until 防止连续抢占,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,wakeup_refractory_until 防止连续抢占,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,字段存在，但完整操作语义与统一使用点未完全展开。,N087
LEGACY-N088,继承-320场景,SYS,调度与再进入,调度,foreground 切换冷却生效,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,foreground 切换冷却生效,E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,前景抖动抑制规则较明确。,N088
LEGACY-N089,继承-320场景,SYS,调度与再进入,调度,reservation_until 保护专注窗口,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,reservation_until 保护专注窗口,E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,ActivityInstance 直接支持。,N089
LEGACY-N090,继承-320场景,SYS,调度与再进入,调度,active_key 绑定 context 并提高相关记忆注入,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,active_key 绑定 context 并提高相关记忆注入,E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,active_key 与 memory relevance 的关系清楚。,N090
LEGACY-N091,继承-320场景,SYS,调度与再进入,调度,task_bound 写回优先 context 相关记忆,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,task_bound 写回优先 context 相关记忆,E_ACTIVITY + E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,writeback_policy 已显式化，但 durable 边界和执行规则仍不够细。,N091
LEGACY-N092,继承-320场景,SYS,调度与再进入,调度,system P0 override 强制切 recovering,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,system P0 override 强制切 recovering,E_ENERGY + E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,P0>P2/P3/P4 层级清楚。,N092
LEGACY-N093,继承-320场景,SYS,调度与再进入,调度,恢复到 SAFE_ENERGY 后解锁,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,恢复到 SAFE_ENERGY 后解锁,E_ENERGY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,迟滞锁闭环完整。,N093
LEGACY-N094,继承-320场景,SYS,调度与再进入,调度,soft overload 下转为摘要通知,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4/G6,P0,正常,soft overload 下转为摘要通知,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,overload_mode 已声明但具体切换策略仍不足。,N094
LEGACY-N095,继承-320场景,SYS,持久化与真源,持久化,WriteEvent-first 的正常 durable 写回,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,WriteEvent-first 的正常 durable 写回,E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,durable 写回原则清晰。,N095
LEGACY-N096,继承-320场景,SYS,持久化与真源,持久化,崩溃后 replay 最近未应用事件,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,崩溃后 replay 最近未应用事件,E_WRITE + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,这是文档中最清楚的工程闭环之一。,N096
LEGACY-N097,继承-320场景,SYS,持久化与真源,持久化,幂等 key 避免重复承诺写入,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,幂等 key 避免重复承诺写入,E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,幂等约束明确。,N097
LEGACY-N098,继承-320场景,SYS,持久化与真源,持久化,persistent memory 超限时只保留相关 top-N,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,persistent memory 超限时只保留相关 top-N,E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,记忆装配的常规限制明确。,N098
